,asin,title,author,soldBy,imgUrl,productURL,stars,reviews,price,isKindleUnlimited,category_id,isBestSeller,isEditorsPick,isGoodReadsChoice,publishedDate,category_name,Ranking,ranking_Parenting & Relationships,ranking_Engineering & Transportation,ranking_Science & Math,"ranking_Mystery, Thriller & Suspense","ranking_Crafts, Hobbies & Home",ranking_Literature & Fiction,ranking_Biographies & Memoirs,ranking_Computers & Technology,ranking_Politics & Social Sciences,ranking_Teen & Young Adult,ranking_Foreign Language,ranking_Science Fiction & Fantasy,ranking_Travel,ranking_LGBTQ+ eBooks,ranking_Religion & Spirituality,ranking_Arts & Photo graphy,ranking_Comics,ranking_Education & Teaching,ranking_History,"ranking_Cookbooks, Food & Wine",ranking_Nonfiction,ranking_Self-Help,ranking_Romance,ranking_Humor & Entertainment,ranking_Reference,"ranking_Health, Fitness & Dieting",ranking_Sports & Outdoors,ranking_Medical,ranking_Business & Money,ranking_Law,ranking_Children's eBooks
5144,B00LD1RWP6,The Wright Brothers,David McCullough,Simon and Schuster Digital Sales Inc,https://m.media-amazon.com/images/I/81eryU45jKL._AC_UY218_.jpg,https://www.amazon.com/dp/B00LD1RWP6,4.5,0,4.99,False,11,False,True,False,2015-05-05,Engineering & Transportation,5145,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5162,B0B9NYCRXL,The Wager,David Grann,nan,https://m.media-amazon.com/images/I/81iR3k0Wg6L._AC_UY218_.jpg,https://www.amazon.com/dp/B0B9NYCRXL,4.5,0,0.0,False,11,False,True,False,2023-05-11,Engineering & Transportation,5163,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5163,B0BCYQY92C,The ARRL Ham Radio License Manual,ARRL Inc.,Amazon.com Services LLC,https://m.media-amazon.com/images/I/81vTQoaFriL._AC_UY218_.jpg,https://www.amazon.com/dp/B0BCYQY92C,4.8,0,19.99,False,11,False,False,False,2022-09-02,Engineering & Transportation,5164,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5164,B0C7BZ7S18,GIS Tutorial for ArcGIS Pro 3.1,Wilpen L. Gorr,Amazon.com Services LLC,https://m.media-amazon.com/images/I/7165sUcTOBL._AC_UY218_.jpg,https://www.amazon.com/dp/B0C7BZ7S18,0.0,0,86.99,False,11,False,False,False,2023-06-20,Engineering & Transportation,5165,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5165,B0BHTMRQ2H,His Majesty's Airship: The Life and Tragic Death of the World's Largest Flying Machine,S. C. Gwynne,Simon and Schuster Digital Sales Inc,https://m.media-amazon.com/images/I/81WsOk0gcHL._AC_UY218_.jpg,https://www.amazon.com/dp/B0BHTMRQ2H,4.3,0,14.99,False,11,False,True,False,2023-05-02,Engineering & Transportation,5166,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5166,B00JGAS65Q,"The Innovators: How a Group of Hackers, Geniuses, and Geeks Created the Digital Revolution",Walter Isaacson,Simon and Schuster Digital Sales Inc,https://m.media-amazon.com/images/I/71FfxRLzkPL._AC_UY218_.jpg,https://www.amazon.com/dp/B00JGAS65Q,4.5,0,15.99,False,11,False,True,False,2014-10-07,Engineering & Transportation,5167,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5167,B07GNV7PNH,Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster,Adam Higginbotham,Simon and Schuster Digital Sales Inc,https://m.media-amazon.com/images/I/815IlzeO6NL._AC_UY218_.jpg,https://www.amazon.com/dp/B07GNV7PNH,4.7,0,15.99,False,11,False,True,False,2019-02-12,Engineering & Transportation,5168,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5168,B0B6DGDJWT,Motorcycle Safety Foundation Basic RiderCourse Rider Handbook (MSF Learning),Motorcycle Safety Foundation (MSF),Amazon.com Services LLC,https://m.media-amazon.com/images/I/914lg6r3eTL._AC_UY218_.jpg,https://www.amazon.com/dp/B0B6DGDJWT,4.1,0,2.99,False,11,True,False,False,nan,Engineering & Transportation,5169,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5169,B0CFG7N94P,TROPIC ANGEL: A Luke Angel Coastal Thriller (Archangel Aviation Thrillers Book 1),NATE VAN COOPS,Amazon.com Services LLC,https://m.media-amazon.com/images/I/81XhpXus7zL._AC_UY218_.jpg,https://www.amazon.com/dp/B0CFG7N94P,4.6,0,3.99,True,11,False,False,False,nan,Engineering & Transportation,5170,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5170,B0BZKD8C86,"The Magic Conveyor Belt: Supply Chains, A.I., and the Future of Work",Yossi Sheffi,Amazon.com Services LLC,https://m.media-amazon.com/images/I/81xeVgRWAfL._AC_UY218_.jpg,https://www.amazon.com/dp/B0BZKD8C86,4.4,0,14.99,False,11,False,False,False,2023-03-24,Engineering & Transportation,5171,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,B0B9657N8R,Paved Paradise: How Parking Explains the World,Henry Grabar,Penguin Group (USA) LLC,https://m.media-amazon.com/images/I/818I4OvqBXL._AC_UY218_.jpg,https://www.amazon.com/dp/B0B9657N8R,4.5,0,14.99,False,11,False,False,False,2023-05-09,Engineering & Transportation,5172,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5172,B0023ZLLH6,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,Penguin Group (USA) LLC,https://m.media-amazon.com/images/I/81UqgN33reL._AC_UY218_.jpg,https://www.amazon.com/dp/B0023ZLLH6,4.6,0,13.99,False,11,True,False,False,2005-12-27,Engineering & Transportation,5173,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5173,B000OZ0NWQ,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,Penguin Group (USA) LLC,https://m.media-amazon.com/images/I/71SUo-j-pUL._AC_UY218_.jpg,https://www.amazon.com/dp/B000OZ0NWQ,4.5,0,12.99,False,11,False,False,False,2001-05-01,Engineering & Transportation,5174,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174,B084LTGK4C,Construction Management JumpStart: The Best First Step Toward a Career in Construction Management,Barbara J. Jackson,JOHN WILEY AND SONS INC,https://m.media-amazon.com/images/I/51-LXDHCuRL._AC_UY218_.jpg,https://www.amazon.com/dp/B084LTGK4C,4.6,0,32.0,False,11,False,False,False,2020-02-07,Engineering & Transportation,5175,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5175,B082WQW4B3,Refrigeration and Air Conditioning Technology (MindTap Course List),Eugene Silberstein,Cengage Learning,https://m.media-amazon.com/images/I/51ZiWrcRPHL._AC_UY218_.jpg,https://www.amazon.com/dp/B082WQW4B3,4.6,0,46.99,False,11,False,False,False,2020-01-01,Engineering & Transportation,5176,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5176,B09Y68TXGF,Getting to Know Web GIS,Pinde Fu,Amazon.com Services LLC,https://m.media-amazon.com/images/I/61OBmcAhxEL._AC_UY218_.jpg,https://www.amazon.com/dp/B09Y68TXGF,4.3,0,83.59,False,11,False,False,False,2022-07-12,Engineering & Transportation,5177,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177,B08ZWH3C9M,The Pilot's Daughter,Audrey J. Cole,Amazon.com Services LLC,https://m.media-amazon.com/images/I/81pGimcXS-L._AC_UY218_.jpg,https://www.amazon.com/dp/B08ZWH3C9M,4.3,0,4.99,True,11,False,False,False,2021-06-22,Engineering & Transportation,5178,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178,B098M3Y7VC,"Fossil Future: Why Global Human Flourishing Requires More Oil, Coal, and Natural Gas--Not Less",Alex Epstein,Penguin Group (USA) LLC,https://m.media-amazon.com/images/I/71Ldew8cMpL._AC_UY218_.jpg,https://www.amazon.com/dp/B098M3Y7VC,4.7,0,9.99,False,11,True,False,False,2022-05-24,Engineering & Transportation,5179,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5179,B001DA9J4O,Island of the Lost: An Extraordinary Story of Survival at the Edge of the World,Joan Druett,Hachette Book Group,https://m.media-amazon.com/images/I/91EZw6OQLNL._AC_UY218_.jpg,https://www.amazon.com/dp/B001DA9J4O,4.4,0,3.99,False,11,True,False,False,2007-06-08,Engineering & Transportation,5180,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5180,B0C56WK7MZ,Surviving to Drive: A Year Inside Formula 1: An F1 Book,Guenther Steiner,Random House LLC,https://m.media-amazon.com/images/I/81FCzZ6q-tL._AC_UY218_.jpg,https://www.amazon.com/dp/B0C56WK7MZ,4.5,0,13.99,False,11,False,False,False,2023-07-25,Engineering & Transportation,5181,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5181,B004H1UELS,Silent Spring,Rachel Carson,HarperCollins Publishers,https://m.media-amazon.com/images/I/812bYKIBI0L._AC_UY218_.jpg,https://www.amazon.com/dp/B004H1UELS,4.6,0,11.99,False,11,False,False,False,2002-10-22,Engineering & Transportation,5182,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5182,B00LMGLXTS,Hooked: How to Build Habit-Forming Products,Nir Eyal,Penguin Group (USA) LLC,https://m.media-amazon.com/images/I/81xi2TXJ8LL._AC_UY218_.jpg,https://www.amazon.com/dp/B00LMGLXTS,4.5,0,16.99,False,11,False,False,True,2014-11-04,Engineering & Transportation,5183,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5183,B0C2J45CDB,Private Pilot Oral Exam Guide,Michael D. Hayes,Amazon.com Services LLC,https://m.media-amazon.com/images/I/616+NgTIe8L._AC_UY218_.jpg,https://www.amazon.com/dp/B0C2J45CDB,4.9,0,14.99,False,11,False,False,False,2023-08-08,Engineering & Transportation,5184,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5184,B0C4M9MPX1,"Walker, R.N.: The Greatest U-Boat Hunter of the Battle of the Atlantic (Submarine Warfare in World War Two)",Terence Robertson,Amazon.com Services LLC,https://m.media-amazon.com/images/I/81zj7Ua9-BL._AC_UY218_.jpg,https://www.amazon.com/dp/B0C4M9MPX1,4.5,0,0.99,True,11,True,False,False,nan,Engineering & Transportation,5185,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5185,B07YRY461Y,How to Avoid a Climate Disaster: The Solutions We Have and the Breakthroughs We Need,Bill Gates,Random House LLC,https://m.media-amazon.com/images/I/71wGgReiYVL._AC_UY218_.jpg,https://www.amazon.com/dp/B07YRY461Y,4.5,0,14.99,False,11,False,True,False,2021-02-16,Engineering & Transportation,5186,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186,B0078X73B6,A Night to Remember: The Sinking of the Titanic (The Titanic Chronicles),Walter Lord,Amazon.com Services LLC,https://m.media-amazon.com/images/I/91rKJ26YenL._AC_UY218_.jpg,https://www.amazon.com/dp/B0078X73B6,4.5,0,2.99,True,11,False,False,False,nan,Engineering & Transportation,5187,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187,B07MVVD7T8,Delmar's Standard Textbook of Electricity,Stephen L. Herman,Cengage Learning,https://m.media-amazon.com/images/I/91xeE6cOvcL._AC_UY218_.jpg,https://www.amazon.com/dp/B07MVVD7T8,4.5,0,46.99,False,11,False,False,False,2019-01-11,Engineering & Transportation,5188,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5188,B0BTMWYGX2,The Things We Make: The Unknown History of Invention from Cathedrals to Soda Cans,Bill Hammack,Amazon.com Services LLC,https://m.media-amazon.com/images/I/71FZ8aitseL._AC_UY218_.jpg,https://www.amazon.com/dp/B0BTMWYGX2,4.3,0,8.57,False,11,False,True,False,2023-03-21,Engineering & Transportation,5189,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5189,B08CD1M43L,"Genius Makers: The Mavericks Who Brought AI to Google, Facebook, and the World",Cade Metz,Penguin Group (USA) LLC,https://m.media-amazon.com/images/I/71YAOQc5bOL._AC_UY218_.jpg,https://www.amazon.com/dp/B08CD1M43L,4.6,0,9.99,False,11,False,False,False,2021-03-16,Engineering & Transportation,5190,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5190,B0C4M77BPP,A Fool's Errand: A daring aviation adventure in wartorn skies (Spitfire Mavericks Thrillers Book 2),D. R. Bailey,Amazon.com Services LLC,https://m.media-amazon.com/images/I/71tF8lkbd4L._AC_UY218_.jpg,https://www.amazon.com/dp/B0C4M77BPP,4.1,0,0.99,True,11,False,False,False,nan,Engineering & Transportation,5191,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5191,B000QCSA7C,The Singularity Is Near: When Humans Transcend Biology,Ray Kurzweil,Penguin Group (USA) LLC,https://m.media-amazon.com/images/I/91q803eN7IL._AC_UY218_.jpg,https://www.amazon.com/dp/B000QCSA7C,4.5,0,12.99,False,11,False,False,False,nan,Engineering & Transportation,5192,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5192,B09TRS55K8,"The Business Case for AI: A Leader's Guide to AI Strategies, Best Practices & Real-World Applications",Kavita Ganesan,Amazon.com Services LLC,https://m.media-amazon.com/images/I/71S8fphqkEL._AC_UY218_.jpg,https://www.amazon.com/dp/B09TRS55K8,4.5,0,8.99,False,11,True,False,False,2022-04-05,Engineering & Transportation,5193,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5193,B00IBZ3Z8U,In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette,Hampton Sides,Random House LLC,https://m.media-amazon.com/images/I/81CDZkQk+iL._AC_UY218_.jpg,https://www.amazon.com/dp/B00IBZ3Z8U,4.6,0,14.99,False,11,False,True,False,2014-08-05,Engineering & Transportation,5194,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5194,B0BPSSRH94,The Raiders and the Cross: An action-packed fight in the skies (Jox McNabb Aviation Thrillers Book 2),Patrick Larsimont,Amazon.com Services LLC,https://m.media-amazon.com/images/I/816KsfgrlIL._AC_UY218_.jpg,https://www.amazon.com/dp/B0BPSSRH94,4.5,0,3.99,True,11,False,False,False,nan,Engineering & Transportation,5195,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5195,B07N5J5FTS,Human Compatible: Artificial Intelligence and the Problem of Control,Stuart Russell,Penguin Group (USA) LLC,https://m.media-amazon.com/images/I/81nhGK0DNLL._AC_UY218_.jpg,https://www.amazon.com/dp/B07N5J5FTS,4.5,0,12.99,False,11,False,False,False,2019-10-08,Engineering & Transportation,5196,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5196,B00XIH2L3G,Engineering Mechanics: Statics,Russell C. Hibbeler,"Pearson Education,Inc.",https://m.media-amazon.com/images/I/51UA8mj+ARL._AC_UY218_.jpg,https://www.amazon.com/dp/B00XIH2L3G,4.4,0,74.99,False,11,False,False,False,2015-02-02,Engineering & Transportation,5197,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5197,B07R7DJ8BY,"Automotive Technology: Principles, Diagnosis, and Service (Halderman Automotive Series)",Halderman James D.,"Pearson Education,Inc.",https://m.media-amazon.com/images/I/71kmohbJdiL._AC_UY218_.jpg,https://www.amazon.com/dp/B07R7DJ8BY,4.7,0,74.99,False,11,False,False,False,nan,Engineering & Transportation,5198,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5198,B0BXGZ2SCT,Fly It Like You Stole It - The Early Years: The Early Years,Kevin Lacey,Amazon.com Services LLC,https://m.media-amazon.com/images/I/716rQDwOVZL._AC_UY218_.jpg,https://www.amazon.com/dp/B0BXGZ2SCT,4.8,0,9.99,False,11,False,False,False,2023-03-03,Engineering & Transportation,5199,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5199,B07XFLBPQX,"Design of Wood Structures- ASD/LRFD, Eighth Edition",Donald E. Breyer,Amazon.com Services LLC,https://m.media-amazon.com/images/I/81V7bFAYxYL._AC_UY218_.jpg,https://www.amazon.com/dp/B07XFLBPQX,4.6,0,64.49,False,11,False,False,False,2019-09-13,Engineering & Transportation,5200,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,B07MHJ75Q6,Shigley's Mechanical Engineering Design,Richard Budynas,Amazon.com Services LLC,https://m.media-amazon.com/images/I/8199mZi7wML._AC_UY218_.jpg,https://www.amazon.com/dp/B07MHJ75Q6,4.5,0,65.0,False,11,False,False,False,2019-01-22,Engineering & Transportation,5201,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5201,B088TMLQDC,The Art of Doing Science and Engineering: Learning to Learn,Richard W. Hamming,Amazon.com Services LLC,https://m.media-amazon.com/images/I/61Qg6M7uV9L._AC_UY218_.jpg,https://www.amazon.com/dp/B088TMLQDC,4.7,0,9.99,False,11,True,False,False,2020-05-26,Engineering & Transportation,5202,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5202,B005VSN8RI,Wizard: The Life and Times of Nikola Tesla,Marc J. Seifer,Amazon.com Services LLC,https://m.media-amazon.com/images/I/91M9QeLRQWL._AC_UY218_.jpg,https://www.amazon.com/dp/B005VSN8RI,4.4,0,3.99,False,11,False,False,False,2011-10-24,Engineering & Transportation,5203,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5203,B003WUYE66,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,Amazon.com Services LLC,https://m.media-amazon.com/images/I/81NsMNiPCXL._AC_UY218_.jpg,https://www.amazon.com/dp/B003WUYE66,4.4,0,9.45,False,11,False,False,False,2010-07-05,Engineering & Transportation,5204,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5204,B075FT7QNZ,Introduction to Electrodynamics,David J. Griffiths,Amazon.com Services LLC,https://m.media-amazon.com/images/I/71jzoaK4VhL._AC_UY218_.jpg,https://www.amazon.com/dp/B075FT7QNZ,4.6,0,49.01,False,11,False,False,False,2017-06-29,Engineering & Transportation,5205,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5205,B001P9W9OA,The Big Rich: The Rise and Fall of the Greatest Texas Oil Fortunes,Bryan Burrough,Penguin Group (USA) LLC,https://m.media-amazon.com/images/I/81Ij3kXfSQL._AC_UY218_.jpg,https://www.amazon.com/dp/B001P9W9OA,4.5,0,14.99,False,11,False,False,False,2009-01-27,Engineering & Transportation,5206,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5206,B00D7TPJ1G,Construction Project Management,Frederick Gould,"Pearson Education,Inc.",https://m.media-amazon.com/images/I/511qzD10JUL._AC_UY218_.jpg,https://www.amazon.com/dp/B00D7TPJ1G,4.4,0,74.99,False,11,False,False,False,2013-06-28,Engineering & Transportation,5207,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5207,B08SGC3TD3,"How the World Really Works: A Scientist’s Guide to Our Past, Present and Future",Vaclav Smil,nan,https://m.media-amazon.com/images/I/71f0iM7qmjL._AC_UY218_.jpg,https://www.amazon.com/dp/B08SGC3TD3,4.4,0,0.0,False,11,False,True,False,2022-01-27,Engineering & Transportation,5208,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5208,B071YRWK84,"Barracoon: The Story of the Last ""Black Cargo""",Zora Neale Hurston,HarperCollins Publishers,https://m.media-amazon.com/images/I/91qXqrM9KCL._AC_UY218_.jpg,https://www.amazon.com/dp/B071YRWK84,4.7,0,2.99,False,11,False,True,False,2018-05-08,Engineering & Transportation,5209,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5209,B00SZECL00,Applied Statics and Strength of Materials (2-downloads),George Limbrunner,"Pearson Education,Inc.",https://m.media-amazon.com/images/I/910nYLvnfWL._AC_UY218_.jpg,https://www.amazon.com/dp/B00SZECL00,4.4,0,74.99,False,11,False,False,False,2015-01-14,Engineering & Transportation,5210,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5210,B07R7DR73G,Construction Accounting and Financial Management (What's New in Trades & Technology),"PE Peterson, Steven J., MBA","Pearson Education,Inc.",https://m.media-amazon.com/images/I/712bio91WDL._AC_UY218_.jpg,https://www.amazon.com/dp/B07R7DR73G,4.5,0,74.99,False,11,False,False,False,nan,Engineering & Transportation,5211,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5211,B00JYWVYFK,"Devotion: An Epic Story of Heroism, Friendship, and Sacrifice",Adam Makos,Random House LLC,https://m.media-amazon.com/images/I/81cW0XjjuPL._AC_UY218_.jpg,https://www.amazon.com/dp/B00JYWVYFK,4.7,0,14.99,False,11,False,False,False,2015-10-27,Engineering & Transportation,5212,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5212,B01JKLNL2S,Interpersonal Process in Therapy: An Integrative Model,Edward Teyber,Cengage Learning,https://m.media-amazon.com/images/I/A1qGm1A6hhL._AC_UY218_.jpg,https://www.amazon.com/dp/B01JKLNL2S,4.7,0,41.99,False,11,True,False,False,2016-06-01,Engineering & Transportation,5213,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5213,B0BVMS4NSS,Dawn of Hope: An action-packed WWII aviation adventure (Spitfire Mavericks Thrillers Book 1),D. R. Bailey,Amazon.com Services LLC,https://m.media-amazon.com/images/I/71fBGS9ApCL._AC_UY218_.jpg,https://www.amazon.com/dp/B0BVMS4NSS,4.1,0,0.99,True,11,False,False,False,nan,Engineering & Transportation,5214,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5214,B083H4866H,Building Construction Illustrated,Francis D. K. Ching,JOHN WILEY AND SONS INC,https://m.media-amazon.com/images/I/41o8maAoUpL._AC_UY218_.jpg,https://www.amazon.com/dp/B083H4866H,4.7,0,44.0,False,11,False,False,False,2020-01-03,Engineering & Transportation,5215,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5215,B08DRPRC4D,Practical Aviation & Aerospace Law,J. Scott Hamilton,Amazon.com Services LLC,https://m.media-amazon.com/images/I/71byVUPQbSL._AC_UY218_.jpg,https://www.amazon.com/dp/B08DRPRC4D,4.6,0,31.06,False,11,False,False,False,2020-07-31,Engineering & Transportation,5216,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5216,B072BFJB3Z,The Perfectionists: How Precision Engineers Created the Modern World,Simon Winchester,HarperCollins Publishers,https://m.media-amazon.com/images/I/81e3sF5-17L._AC_UY218_.jpg,https://www.amazon.com/dp/B072BFJB3Z,4.6,0,14.49,False,11,False,False,False,2018-05-08,Engineering & Transportation,5217,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5217,B06XX4DHZD,"Commercial Aviation Safety, Sixth Edition",Stephen K. Cusick,Amazon.com Services LLC,https://m.media-amazon.com/images/I/910Aqm1wh4L._AC_UY218_.jpg,https://www.amazon.com/dp/B06XX4DHZD,4.7,0,54.49,False,11,False,False,False,2017-05-12,Engineering & Transportation,5218,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5218,B00Q20ASVS,Losing the Signal: The Untold Story Behind the Extraordinary Rise and Spectacular Fall of BlackBerry,Jacquie McNish,Macmillan,https://m.media-amazon.com/images/I/81Bf-4rVSKL._AC_UY218_.jpg,https://www.amazon.com/dp/B00Q20ASVS,4.3,0,11.99,False,11,True,False,False,2015-05-26,Engineering & Transportation,5219,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5219,B07YW8PKQW,"CTS Certified Technology Specialist Exam Guide, Third Edition",AVIXA Inc.,Amazon.com Services LLC,https://m.media-amazon.com/images/I/81+B4ddQl5L._AC_UY218_.jpg,https://www.amazon.com/dp/B07YW8PKQW,4.7,0,44.99,False,11,False,False,False,2019-10-25,Engineering & Transportation,5220,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5220,B06XKZGDYH,"Building Construction: Principles, Materials, and Systems (What's New in Trades & Technology)","Ph.D. Mehta, Madan L.","Pearson Education,Inc.",https://m.media-amazon.com/images/I/513RkrRaHoL._AC_UY218_.jpg,https://www.amazon.com/dp/B06XKZGDYH,4.5,0,74.99,False,11,False,False,False,nan,Engineering & Transportation,5221,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5221,B017KJ83KW,Introductory Circuit Analysis,Robert L. Boylestad,"Pearson Education,Inc.",https://m.media-amazon.com/images/I/51ElHNXj8ML._AC_UY218_.jpg,https://www.amazon.com/dp/B017KJ83KW,4.4,0,74.99,False,11,False,False,False,2015-04-02,Engineering & Transportation,5222,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5222,B08BT6H8NF,"Drawing Physics: 2,600 Years of Discovery From Thales to Higgs",Don S. Lemons,Penguin Random House Publisher Services,https://m.media-amazon.com/images/I/81pKITMslUL._AC_UY218_.jpg,https://www.amazon.com/dp/B08BT6H8NF,4.2,0,15.99,False,11,True,False,False,2017-02-03,Engineering & Transportation,5223,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5223,B07N38V3WR,Airport Planning and Management 7E (PB),Seth Young,Amazon.com Services LLC,https://m.media-amazon.com/images/I/91C6qkpCf7L._AC_UY218_.jpg,https://www.amazon.com/dp/B07N38V3WR,4.6,0,50.99,False,11,False,False,False,nan,Engineering & Transportation,5224,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5224,B083JSGMLK,Electrical Wiring Residential (MindTap Course List),Ray C. Mullin,Cengage Learning,https://m.media-amazon.com/images/I/81KJLZs+vRL._AC_UY218_.jpg,https://www.amazon.com/dp/B083JSGMLK,4.6,0,46.99,False,11,False,False,False,2020-01-01,Engineering & Transportation,5225,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225,B0795DNWCF,"AI Superpowers: China, Silicon Valley, and the New World Order",Kai-Fu Lee,HarperCollins Publishers,https://m.media-amazon.com/images/I/71mzyO3+NjL._AC_UY218_.jpg,https://www.amazon.com/dp/B0795DNWCF,4.4,0,13.49,True,11,False,False,False,2018-09-25,Engineering & Transportation,5226,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5226,B08B3CDMFQ,Come Fly the World: The Jet-Age Story of the Women of Pan Am,Julia Cooke,HarperCollins Publishers,https://m.media-amazon.com/images/I/91mV69zlqqL._AC_UY218_.jpg,https://www.amazon.com/dp/B08B3CDMFQ,4.2,0,11.99,True,11,False,True,False,2021-03-02,Engineering & Transportation,5227,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5227,B0BBSNF446,The Imagineering Story: The Official Biography of Walt Disney Imagineering,Leslie Iwerks,Disney Book Group,https://m.media-amazon.com/images/I/81IVzOo73nL._AC_UY218_.jpg,https://www.amazon.com/dp/B0BBSNF446,4.7,0,15.99,False,11,False,False,False,2022-11-08,Engineering & Transportation,5228,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5228,B0CGRZNYCW,The Ride of My Life: From Street Gangs to Motorcycle Clubs to Social Worker,"Justin ""Mooch"" DeLoretto",Amazon.com Services LLC,https://m.media-amazon.com/images/I/918736ao-wL._AC_UY218_.jpg,https://www.amazon.com/dp/B0CGRZNYCW,4.8,0,5.99,False,11,False,False,False,2023-09-07,Engineering & Transportation,5229,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5229,B01DM9Q6CQ,The Grid: The Fraying Wires Between Americans and Our Energy Future,Gretchen Bakke,Amazon.com Services LLC,https://m.media-amazon.com/images/I/91jKh2n+LlL._AC_UY218_.jpg,https://www.amazon.com/dp/B01DM9Q6CQ,4.2,0,9.99,False,11,False,False,False,2016-07-26,Engineering & Transportation,5230,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
